Date,Open,High,Low,Close,Adj Close,Volume
2016-12-22,1374.949951,1375.459961,1360.250000,1362.660034,1362.660034,28763200
2016-12-23,1362.630005,1371.510010,1362.560059,1371.510010,1371.510010,20205500
2016-12-27,1371.589966,1381.979980,1371.589966,1377.709961,1377.709961,19870800
2016-12-28,1377.780029,1379.270020,1359.219971,1360.829956,1360.829956,23923600
2016-12-29,1360.920044,1367.449951,1357.390015,1363.180054,1363.180054,23363700
2016-12-30,1363.589966,1364.979980,1353.920044,1357.130005,1357.130005,26709000
2017-01-03,1357.989990,1375.089966,1355.390015,1365.489990,1365.489990,37705300
2017-01-04,1366.699951,1388.599976,1366.699951,1387.949951,1387.949951,37648900
2017-01-05,1387.709961,1387.709961,1366.569946,1371.939941,1371.939941,37618200
2017-01-06,1372.489990,1375.060059,1366.819946,1367.280029,1367.280029,33398900
2017-01-09,1367.130005,1367.130005,1356.540039,1357.489990,1357.489990,32176100
2017-01-10,1357.739990,1371.500000,1357.739990,1370.900024,1370.900024,36387900
2017-01-11,1370.890015,1375.540039,1365.140015,1373.300049,1373.300049,36204100
2017-01-12,1372.839966,1372.839966,1346.810059,1361.069946,1361.069946,34621300
2017-01-13,1361.380005,1376.170044,1361.380005,1372.050049,1372.050049,30812700
2017-01-17,1371.510010,1371.510010,1351.500000,1352.319946,1352.319946,35849900
2017-01-18,1352.739990,1358.839966,1350.810059,1358.560059,1358.560059,33152500
2017-01-19,1358.829956,1360.760010,1342.140015,1345.739990,1345.739990,31659700
2017-01-20,1345.959961,1355.209961,1345.959961,1351.849976,1351.849976,35249700
2017-01-23,1351.410034,1353.130005,1341.459961,1347.839966,1347.839966,31527100
2017-01-24,1348.119995,1370.969971,1348.119995,1369.209961,1369.209961,38109600
2017-01-25,1371.109985,1383.359985,1371.109985,1382.439941,1382.439941,38460200
2017-01-26,1382.430054,1384.130005,1374.619995,1375.599976,1375.599976,36103600
2017-01-27,1375.680054,1375.930054,1366.359985,1370.699951,1370.699951,31358900
2017-01-30,1369.489990,1369.489990,1342.660034,1352.329956,1352.329956,35912700
2017-01-31,1351.719971,1363.599976,1345.650024,1361.819946,1361.819946,40874500
2017-02-01,1364.069946,1374.189941,1357.489990,1361.229980,1361.229980,39166100
2017-02-02,1360.540039,1364.099976,1354.859985,1357.430054,1357.430054,38077100
2017-02-03,1358.050049,1377.930054,1358.050049,1377.839966,1377.839966,35979700
2017-02-06,1377.329956,1377.329956,1364.630005,1366.660034,1366.660034,31090500
2017-02-07,1366.819946,1371.880005,1357.609985,1361.060059,1361.060059,34486900
2017-02-08,1360.469971,1360.469971,1349.430054,1358.739990,1358.739990,36097400
2017-02-09,1359.300049,1379.729980,1359.300049,1378.530029,1378.530029,36779400
2017-02-10,1380.069946,1391.180054,1380.069946,1388.839966,1388.839966,34750200
2017-02-13,1390.410034,1398.599976,1389.939941,1392.380005,1392.380005,33497300
2017-02-14,1391.800049,1397.140015,1386.349976,1396.650024,1396.650024,35209100
2017-02-15,1396.339966,1405.209961,1392.040039,1404.209961,1404.209961,37755900
2017-02-16,1403.599976,1404.839966,1391.869995,1399.130005,1399.130005,36723700
2017-02-17,1399.069946,1399.859985,1392.670044,1399.859985,1399.859985,35130600
2017-02-21,1400.660034,1410.400024,1400.660034,1410.339966,1410.339966,35797800
2017-02-22,1410.109985,1410.109985,1401.300049,1403.859985,1403.859985,34686700
2017-02-23,1404.380005,1406.560059,1385.630005,1394.619995,1394.619995,40152600
2017-02-24,1393.619995,1394.530029,1382.209961,1394.520020,1394.520020,38315700
2017-02-27,1394.530029,1407.969971,1392.239990,1407.969971,1407.969971,35826100
2017-02-28,1406.869995,1406.869995,1386.530029,1386.680054,1386.680054,42101400
2017-03-01,1389.119995,1414.819946,1389.119995,1413.640015,1413.640015,43451800
2017-03-02,1413.160034,1413.160034,1395.160034,1395.670044,1395.670044,38213200
2017-03-03,1395.550049,1399.079956,1387.969971,1394.130005,1394.130005,35552600
2017-03-06,1392.339966,1392.339966,1378.449951,1384.250000,1384.250000,32327000
2017-03-07,1383.319946,1383.660034,1374.199951,1374.880005,1374.880005,35183900
2017-03-08,1375.660034,1381.959961,1365.839966,1366.040039,1366.040039,38121000
2017-03-09,1366.229980,1371.040039,1357.380005,1360.119995,1360.119995,37163400
2017-03-10,1361.150024,1369.050049,1356.689941,1365.260010,1365.260010,34329500
2017-03-13,1365.160034,1373.250000,1365.050049,1370.280029,1370.280029,31339000
2017-03-14,1369.160034,1369.160034,1353.469971,1362.380005,1362.380005,31726300
2017-03-15,1363.359985,1385.689941,1363.359985,1382.829956,1382.829956,39068400
2017-03-16,1383.760010,1389.790039,1382.469971,1386.030029,1386.030029,33656600
2017-03-17,1385.270020,1393.180054,1380.689941,1391.520020,1391.520020,51780400
2017-03-20,1391.459961,1391.479980,1381.119995,1384.099976,1384.099976,30549300
2017-03-21,1385.530029,1390.199951,1346.030029,1346.550049,1346.550049,42655900
2017-03-22,1346.209961,1348.640015,1335.219971,1345.599976,1345.599976,35727300
2017-03-23,1345.420044,1361.219971,1343.290039,1353.430054,1353.430054,32606000
2017-03-24,1354.520020,1362.790039,1349.180054,1354.640015,1354.640015,29751300
2017-03-27,1352.699951,1359.329956,1335.040039,1357.319946,1357.319946,32402300
2017-03-28,1356.699951,1367.939941,1352.530029,1367.260010,1367.260010,33677800
2017-03-29,1366.680054,1373.130005,1363.349976,1371.640015,1371.640015,31069400
2017-03-30,1371.989990,1382.930054,1371.989990,1382.349976,1382.349976,31584200
2017-03-31,1382.199951,1389.949951,1380.119995,1385.920044,1385.920044,33541100
2017-04-03,1386.430054,1388.739990,1366.530029,1369.670044,1369.670044,34164000
2017-04-04,1368.579956,1374.050049,1363.300049,1368.180054,1368.180054,32062400
2017-04-05,1369.790039,1381.339966,1350.959961,1352.140015,1352.140015,37705200
2017-04-06,1351.959961,1364.520020,1349.339966,1364.430054,1364.430054,32019200
2017-04-07,1363.839966,1367.500000,1358.010010,1364.560059,1364.560059,30531500
2017-04-10,1364.760010,1376.560059,1361.540039,1367.089966,1367.089966,27854100
2017-04-11,1366.469971,1377.229980,1360.540039,1376.949951,1376.949951,31174200
2017-04-12,1376.859985,1376.859985,1358.150024,1359.199951,1359.199951,31969500
2017-04-13,1358.609985,1361.319946,1345.239990,1345.239990,1345.239990,31438900
2017-04-17,1345.359985,1361.250000,1345.359985,1361.180054,1361.180054,28247100
2017-04-18,1359.890015,1362.489990,1351.420044,1361.890015,1361.890015,32698400
2017-04-19,1362.319946,1376.689941,1362.319946,1367.130005,1367.130005,35199000
2017-04-20,1368.390015,1384.579956,1368.390015,1384.150024,1384.150024,36474200
2017-04-21,1381.500000,1383.130005,1376.369995,1379.849976,1379.849976,35033600
2017-04-24,1380.530029,1399.959961,1380.530029,1397.939941,1397.939941,36906500
2017-04-25,1400.099976,1415.550049,1400.099976,1411.079956,1411.079956,39952400
2017-04-26,1411.050049,1425.699951,1409.829956,1419.430054,1419.430054,41059200
2017-04-27,1419.569946,1423.520020,1413.680054,1417.130005,1417.130005,40984600
2017-04-28,1417.750000,1419.209961,1399.750000,1400.430054,1400.430054,37182700
2017-05-01,1401.010010,1411.040039,1397.079956,1407.359985,1407.359985,31992400
2017-05-02,1407.540039,1409.050049,1395.630005,1399.359985,1399.359985,38136800
2017-05-03,1399.130005,1399.130005,1386.319946,1390.920044,1390.920044,38939900
2017-05-04,1391.170044,1394.160034,1380.489990,1388.849976,1388.849976,43625400
2017-05-05,1389.209961,1397.209961,1385.199951,1397.000000,1397.000000,35401400
2017-05-08,1396.400024,1397.430054,1386.420044,1391.640015,1391.640015,34294400
2017-05-09,1392.310059,1395.479980,1386.729980,1391.859985,1391.859985,36535900
2017-05-10,1392.030029,1400.810059,1390.439941,1399.589966,1399.589966,36435300
2017-05-11,1399.199951,1399.199951,1379.150024,1390.199951,1390.199951,37274200
2017-05-12,1389.390015,1389.390015,1380.020020,1382.770020,1382.770020,33056300
2017-05-15,1383.270020,1398.989990,1383.270020,1393.920044,1393.920044,34736000
2017-05-16,1394.569946,1396.359985,1384.819946,1394.680054,1394.680054,34207900
2017-05-17,1388.300049,1388.300049,1355.849976,1355.890015,1355.890015,41630000
2017-05-18,1354.930054,1365.010010,1351.010010,1361.079956,1361.079956,43194200
2017-05-19,1361.530029,1374.420044,1361.530029,1367.329956,1367.329956,38251600
2017-05-22,1367.880005,1378.300049,1367.880005,1377.140015,1377.140015,31728300
2017-05-23,1378.239990,1383.079956,1372.050049,1380.979980,1380.979980,32135700
2017-05-24,1381.160034,1386.069946,1376.550049,1382.510010,1382.510010,33899000
2017-05-25,1384.810059,1391.420044,1380.329956,1383.390015,1383.390015,35353900
2017-05-26,1383.140015,1383.680054,1376.150024,1382.239990,1382.239990,28050400
2017-05-30,1381.170044,1381.170044,1370.959961,1371.189941,1371.189941,32031600
2017-05-31,1372.199951,1374.430054,1354.849976,1370.209961,1370.209961,45161100
2017-06-01,1370.329956,1396.199951,1370.329956,1396.060059,1396.060059,38571400
2017-06-02,1396.079956,1414.959961,1396.040039,1405.390015,1405.390015,34616800
2017-06-05,1405.140015,1405.140015,1396.439941,1396.449951,1396.449951,29126000
2017-06-06,1395.050049,1401.790039,1386.699951,1394.900024,1394.900024,33578400
2017-06-07,1395.530029,1400.410034,1392.199951,1396.670044,1396.670044,35723000
2017-06-08,1396.780029,1419.319946,1394.689941,1415.609985,1415.609985,37288600
2017-06-09,1416.150024,1433.790039,1413.609985,1421.709961,1421.709961,40273400
2017-06-12,1421.099976,1426.099976,1415.589966,1419.209961,1419.209961,40277500
2017-06-13,1420.060059,1427.550049,1420.060059,1425.989990,1425.989990,32755000
2017-06-14,1426.030029,1426.130005,1411.400024,1417.569946,1417.569946,35555900
2017-06-15,1415.469971,1415.469971,1402.520020,1410.079956,1410.079956,33530500
2017-06-16,1407.219971,1407.219971,1399.260010,1406.729980,1406.729980,52847200
2017-06-19,1407.069946,1420.189941,1407.069946,1418.079956,1418.079956,32647000
2017-06-20,1417.760010,1417.760010,1402.790039,1402.969971,1402.969971,34165100
2017-06-21,1403.329956,1411.880005,1398.459961,1399.250000,1399.250000,35948200
2017-06-22,1399.369995,1408.339966,1396.869995,1404.540039,1404.540039,34682100
2017-06-23,1404.780029,1415.770020,1402.770020,1414.780029,1414.780029,52783300
2017-06-26,1415.119995,1420.770020,1409.150024,1416.640015,1416.640015,32389700
2017-06-27,1416.349976,1420.609985,1403.380005,1403.520020,1403.520020,35639100
2017-06-28,1404.459961,1426.329956,1404.459961,1425.270020,1425.270020,35008000
2017-06-29,1425.489990,1428.030029,1403.020020,1416.199951,1416.199951,39002800
2017-06-30,1416.729980,1420.989990,1413.290039,1415.359985,1415.359985,33615900
2017-07-03,1416.469971,1429.369995,1416.469971,1426.680054,1426.680054,19021900
2017-07-05,1426.530029,1426.530029,1412.619995,1420.150024,1420.150024,33672200
2017-07-06,1418.859985,1418.859985,1398.829956,1400.810059,1400.810059,33645200
2017-07-07,1401.349976,1416.680054,1401.349976,1415.839966,1415.839966,29013300
2017-07-10,1415.280029,1418.050049,1405.750000,1408.469971,1408.469971,29991300
2017-07-11,1408.609985,1413.469971,1402.630005,1413.050049,1413.050049,31067500
2017-07-12,1414.339966,1431.339966,1414.339966,1424.319946,1424.319946,31716200
2017-07-13,1424.530029,1425.739990,1416.270020,1425.660034,1425.660034,30676700
2017-07-14,1425.469971,1432.969971,1424.099976,1428.819946,1428.819946,27366400
2017-07-17,1428.780029,1434.449951,1425.969971,1431.599976,1431.599976,27931700
2017-07-18,1431.109985,1431.109985,1422.489990,1427.609985,1427.609985,29621300
2017-07-19,1428.280029,1441.770020,1428.280029,1441.770020,1441.770020,30597600
2017-07-20,1442.160034,1445.060059,1438.959961,1442.349976,1442.349976,31827800
2017-07-21,1443.369995,1452.050049,1433.829956,1435.839966,1435.839966,30595700
2017-07-24,1435.819946,1438.599976,1431.339966,1438.050049,1438.050049,30102400
2017-07-25,1438.859985,1452.089966,1438.859985,1450.390015,1450.390015,40080600
2017-07-26,1450.579956,1452.020020,1441.250000,1442.280029,1442.280029,35570200
2017-07-27,1442.260010,1446.630005,1427.689941,1433.619995,1433.619995,39955200
2017-07-28,1432.589966,1432.589966,1425.800049,1429.260010,1429.260010,32947700
2017-07-31,1429.459961,1432.459961,1420.660034,1425.140015,1425.140015,34692100
2017-08-01,1426.030029,1430.660034,1420.819946,1428.329956,1428.329956,34608600
2017-08-02,1428.030029,1428.030029,1408.520020,1412.900024,1412.900024,34785800
2017-08-03,1413.089966,1414.719971,1402.390015,1405.229980,1405.229980,36450200
2017-08-04,1405.140015,1413.040039,1405.140015,1412.319946,1412.319946,32351400
2017-08-07,1412.400024,1417.420044,1408.619995,1414.170044,1414.170044,29317800
2017-08-08,1413.930054,1426.290039,1407.569946,1410.150024,1410.150024,33446400
2017-08-09,1409.780029,1409.780029,1393.239990,1396.949951,1396.949951,33080600
2017-08-10,1396.599976,1396.599976,1372.540039,1372.540039,1372.540039,36210700
2017-08-11,1372.260010,1376.369995,1368.329956,1374.229980,1374.229980,31599300
2017-08-14,1375.130005,1394.530029,1375.130005,1394.310059,1394.310059,28225500
2017-08-15,1394.699951,1395.880005,1382.949951,1383.239990,1383.239990,29131000
2017-08-16,1384.180054,1391.680054,1381.900024,1383.530029,1383.530029,29536500
2017-08-17,1383.069946,1384.739990,1358.800049,1358.939941,1358.939941,31426200
2017-08-18,1357.010010,1362.339966,1349.349976,1357.790039,1357.790039,34156800
2017-08-21,1357.739990,1358.089966,1351.199951,1356.900024,1356.900024,27881500
2017-08-22,1357.890015,1372.329956,1357.890015,1371.540039,1371.540039,27774900
2017-08-23,1370.680054,1373.280029,1363.170044,1369.739990,1369.739990,27852900
2017-08-24,1370.160034,1377.050049,1370.160034,1373.880005,1373.880005,28465900
2017-08-25,1374.380005,1380.599976,1373.530029,1377.449951,1377.449951,25887800
2017-08-28,1377.760010,1382.530029,1377.060059,1382.229980,1382.229980,26777000
2017-08-29,1381.310059,1385.189941,1371.800049,1383.680054,1383.680054,27375800
2017-08-30,1383.209961,1392.770020,1381.199951,1391.319946,1391.319946,26336600
2017-08-31,1392.040039,1406.439941,1392.040039,1405.280029,1405.280029,33481100
2017-09-01,1405.819946,1413.869995,1405.819946,1413.569946,1413.569946,27107300
2017-09-05,1413.300049,1414.550049,1394.510010,1399.660034,1399.660034,34902600
2017-09-06,1400.010010,1406.020020,1399.270020,1402.199951,1402.199951,33744100
2017-09-07,1402.459961,1404.310059,1393.880005,1398.670044,1398.670044,33539300
2017-09-08,1398.189941,1403.530029,1394.430054,1399.430054,1399.430054,33024900
2017-09-11,1400.560059,1415.750000,1400.560059,1414.829956,1414.829956,32917600
2017-09-12,1415.339966,1423.930054,1415.180054,1423.459961,1423.459961,32309200
2017-09-13,1423.300049,1428.739990,1421.880005,1426.890015,1426.890015,33680500
2017-09-14,1426.569946,1427.920044,1421.630005,1425.020020,1425.020020,34144600
2017-09-15,1425.349976,1431.989990,1422.250000,1431.709961,1431.709961,48531700
2017-09-18,1431.750000,1444.270020,1431.750000,1441.079956,1441.079956,31943000
2017-09-19,1441.189941,1442.579956,1438.290039,1440.400024,1440.400024,32491000
2017-09-20,1440.479980,1446.479980,1440.000000,1445.420044,1445.420044,35300100
2017-09-21,1445.199951,1448.839966,1441.689941,1444.180054,1444.180054,29308600
2017-09-22,1443.469971,1451.510010,1441.859985,1450.780029,1450.780029,28659600
2017-09-25,1450.630005,1455.219971,1445.020020,1451.959961,1451.959961,32978900
2017-09-26,1452.250000,1460.949951,1452.250000,1456.859985,1456.859985,30431100
2017-09-27,1457.270020,1487.949951,1457.270020,1484.810059,1484.810059,34560300
2017-09-28,1484.800049,1489.349976,1478.199951,1488.790039,1488.790039,31686200
2017-09-29,1488.800049,1493.560059,1488.800049,1490.859985,1490.859985,32119200
2017-10-02,1491.050049,1509.479980,1491.050049,1509.469971,1509.469971,31997300
2017-10-03,1509.939941,1512.260010,1503.520020,1511.969971,1511.969971,30688500
2017-10-04,1512.000000,1514.770020,1505.069946,1507.760010,1507.760010,30171200
2017-10-05,1508.339966,1514.939941,1508.339966,1512.089966,1512.089966,30451200
2017-10-06,1511.410034,1511.410034,1506.410034,1510.219971,1510.219971,28845700
2017-10-09,1510.410034,1513.300049,1501.770020,1503.560059,1503.560059,24839700
2017-10-10,1504.109985,1511.329956,1503.920044,1508.010010,1508.010010,29605000
2017-10-11,1507.910034,1510.619995,1505.140015,1506.920044,1506.920044,29760900
2017-10-12,1506.459961,1508.430054,1501.140015,1505.160034,1505.160034,31515100
2017-10-13,1505.459961,1508.219971,1502.229980,1502.660034,1502.660034,31494400
2017-10-16,1502.969971,1511.290039,1499.640015,1502.680054,1502.680054,29160200
2017-10-17,1502.530029,1505.800049,1495.900024,1497.500000,1497.500000,28893900
2017-10-18,1497.979980,1507.839966,1497.979980,1505.140015,1505.140015,29980900
2017-10-19,1502.969971,1505.140015,1491.380005,1502.040039,1502.040039,29907100
2017-10-20,1504.719971,1512.750000,1504.719971,1509.250000,1509.250000,33846500
2017-10-23,1509.670044,1511.479980,1497.339966,1497.489990,1497.489990,32117100
2017-10-24,1498.189941,1505.569946,1498.189941,1500.420044,1500.420044,34273300
2017-10-25,1500.250000,1500.420044,1482.530029,1493.479980,1493.479980,38745100
2017-10-26,1494.109985,1501.359985,1494.109985,1497.459961,1497.459961,38690500
2017-10-27,1497.540039,1508.319946,1493.489990,1508.319946,1508.319946,38871100
2017-10-30,1507.479980,1507.479980,1484.819946,1490.900024,1490.900024,36588700
2017-10-31,1491.439941,1506.780029,1491.439941,1502.530029,1502.530029,38272300
2017-11-01,1504.540039,1512.400024,1485.130005,1492.780029,1492.780029,38131800
2017-11-02,1492.900024,1499.939941,1487.729980,1496.550049,1496.550049,40482700
2017-11-03,1496.319946,1497.140015,1490.660034,1494.910034,1494.910034,35677100
2017-11-06,1495.030029,1501.489990,1494.739990,1497.959961,1497.959961,35390800
2017-11-07,1497.979980,1498.000000,1476.719971,1479.089966,1479.089966,38096500
2017-11-08,1477.949951,1482.859985,1469.339966,1481.729980,1481.729980,38993600
2017-11-09,1481.290039,1481.619995,1463.489990,1475.020020,1475.020020,38316100
2017-11-10,1474.920044,1479.109985,1473.140015,1475.270020,1475.270020,34869100
2017-11-13,1474.439941,1476.680054,1466.089966,1475.069946,1475.069946,34029300
2017-11-14,1474.270020,1474.270020,1465.380005,1471.260010,1471.260010,36417600
2017-11-15,1470.900024,1470.900024,1454.170044,1464.089966,1464.089966,35588900
2017-11-16,1464.969971,1490.969971,1464.969971,1486.880005,1486.880005,33127100
2017-11-17,1485.699951,1496.859985,1481.089966,1492.819946,1492.819946,33001600
2017-11-20,1492.930054,1503.400024,1492.930054,1503.400024,1503.400024,30035400
2017-11-21,1503.449951,1519.530029,1503.449951,1518.890015,1518.890015,33327200
2017-11-22,1518.979980,1524.180054,1516.760010,1516.760010,1516.760010,27629500
2017-11-24,1517.410034,1521.380005,1516.520020,1519.160034,1519.160034,13497800
2017-11-27,1519.170044,1522.030029,1513.189941,1513.310059,1513.310059,30068600
2017-11-28,1514.150024,1536.630005,1514.150024,1536.430054,1536.430054,34884200
2017-11-29,1536.819946,1547.270020,1536.819946,1542.300049,1542.300049,40782800
2017-11-30,1542.619995,1551.689941,1541.209961,1544.140015,1544.140015,49384900
2017-12-01,1544.099976,1544.920044,1498.780029,1537.020020,1537.020020,39423200
2017-12-04,1539.270020,1559.609985,1531.729980,1532.410034,1532.410034,40231500
2017-12-05,1532.719971,1534.010010,1516.750000,1516.760010,1516.760010,35390400
2017-12-06,1516.359985,1516.540039,1508.130005,1508.880005,1508.880005,32290000
2017-12-07,1508.930054,1524.000000,1508.150024,1520.469971,1520.469971,32924000
2017-12-08,1521.780029,1529.000000,1520.880005,1521.719971,1521.719971,31061500
2017-12-11,1522.099976,1527.469971,1518.300049,1519.839966,1519.839966,30919500
2017-12-12,1520.060059,1525.109985,1515.949951,1516.119995,1516.119995,35556800
2017-12-13,1516.189941,1532.380005,1516.079956,1524.449951,1524.449951,35423700
2017-12-14,1524.540039,1527.000000,1504.890015,1506.949951,1506.949951,34300300
2017-12-15,1507.680054,1538.060059,1507.680054,1530.420044,1530.420044,57239200
2017-12-18,1530.810059,1552.319946,1530.810059,1548.920044,1548.920044,37246600
2017-12-19,1549.319946,1552.209961,1535.910034,1536.750000,1536.750000,33685900
2017-12-20,1538.739990,1544.349976,1536.229980,1540.079956,1540.079956,32410300
2017-12-21,1540.459961,1551.209961,1540.459961,1547.109985,1547.109985,32733900
2017-12-22,1547.239990,1548.250000,1541.699951,1542.930054,1542.930054,23998300
2017-12-26,1542.739990,1546.589966,1541.209961,1544.229980,1544.229980,19687800
2017-12-27,1544.390015,1550.619995,1541.949951,1543.939941,1543.939941,22020800
2017-12-28,1544.050049,1549.040039,1542.520020,1548.930054,1548.930054,21533300
2017-12-29,1549.060059,1551.939941,1535.510010,1535.510010,1535.510010,24434900
2018-01-02,1536.119995,1550.300049,1536.119995,1550.010010,1550.010010,33572500
2018-01-03,1550.280029,1555.079956,1547.589966,1552.579956,1552.579956,35386600
2018-01-04,1552.979980,1560.839966,1552.369995,1555.719971,1555.719971,36952600
2018-01-05,1555.869995,1560.069946,1552.130005,1560.010010,1560.010010,32366200
2018-01-08,1559.800049,1562.989990,1548.229980,1561.810059,1561.810059,32426500
2018-01-09,1562.219971,1565.579956,1558.859985,1560.099976,1560.099976,34534800
2018-01-10,1559.010010,1561.910034,1551.520020,1559.800049,1559.800049,35763500
2018-01-11,1560.219971,1586.790039,1560.219971,1586.790039,1586.790039,36413200
2018-01-12,1587.119995,1598.180054,1587.119995,1591.969971,1591.969971,35739700
2018-01-16,1592.910034,1604.020020,1570.750000,1572.969971,1572.969971,43259700
2018-01-17,1573.729980,1589.130005,1573.729980,1586.660034,1586.660034,37780500
2018-01-18,1586.310059,1586.310059,1576.410034,1576.729980,1576.729980,36814700
2018-01-19,1576.500000,1597.630005,1575.319946,1597.630005,1597.630005,36094300
2018-01-22,1598.140015,1605.170044,1595.550049,1605.170044,1605.170044,34717800
2018-01-23,1604.939941,1612.550049,1599.209961,1610.709961,1610.709961,35196500
2018-01-24,1611.689941,1615.520020,1595.939941,1601.770020,1601.770020,39940700
2018-01-25,1601.589966,1607.790039,1594.420044,1601.670044,1601.670044,38351500
2018-01-26,1602.969971,1608.060059,1599.500000,1608.060059,1608.060059,34432300
2018-01-29,1607.810059,1607.949951,1597.880005,1598.109985,1598.109985,35738300
2018-01-30,1595.640015,1595.640015,1579.489990,1582.819946,1582.819946,39906500
2018-01-31,1584.709961,1594.270020,1571.260010,1574.979980,1574.979980,42612800
2018-02-01,1574.729980,1582.280029,1568.849976,1579.869995,1579.869995,39384500
2018-02-02,1577.030029,1577.030029,1547.060059,1547.270020,1547.270020,43011300
2018-02-05,1544.939941,1547.030029,1491.060059,1491.089966,1491.089966,52834600
2018-02-06,1486.849976,1512.979980,1461.449951,1507.170044,1507.170044,58916600
2018-02-07,1506.660034,1517.000000,1503.319946,1507.969971,1507.969971,46265700
2018-02-08,1508.449951,1511.209961,1463.739990,1463.790039,1463.790039,53054400
2018-02-09,1467.719971,1487.579956,1436.430054,1477.839966,1477.839966,56800700
2018-02-12,1479.109985,1498.109985,1466.880005,1490.979980,1490.979980,40557900
2018-02-13,1489.660034,1497.020020,1481.939941,1494.949951,1494.949951,34728700
2018-02-14,1492.760010,1523.890015,1483.290039,1522.099976,1522.099976,40037400
2018-02-15,1524.180054,1537.770020,1516.880005,1537.199951,1537.199951,36849100
2018-02-16,1536.319946,1551.510010,1532.219971,1543.550049,1543.550049,36374600
2018-02-20,1542.380005,1546.430054,1527.560059,1529.989990,1529.989990,36276100
2018-02-21,1530.479980,1555.280029,1530.479980,1531.839966,1531.839966,37794000
2018-02-22,1532.790039,1548.290039,1529.199951,1529.989990,1529.989990,37012700
2018-02-23,1531.349976,1549.189941,1531.349976,1549.189941,1549.189941,31891900
2018-02-26,1550.089966,1560.739990,1544.989990,1559.329956,1559.329956,34246500
2018-02-27,1559.270020,1564.630005,1536.469971,1536.469971,1536.469971,37450800
2018-02-28,1536.800049,1543.750000,1512.449951,1512.449951,1512.449951,42306600
2018-03-01,1512.069946,1522.469971,1494.290039,1507.390015,1507.390015,45039700
2018-03-02,1506.810059,1535.199951,1494.000000,1533.170044,1533.170044,38824500
2018-03-05,1531.989990,1550.760010,1525.079956,1546.050049,1546.050049,37108100
2018-03-06,1546.719971,1562.199951,1538.630005,1562.199951,1562.199951,33706900
2018-03-07,1560.969971,1576.729980,1550.469971,1574.530029,1574.530029,33932700
2018-03-08,1575.650024,1580.489990,1564.589966,1571.969971,1571.969971,32123200
2018-03-09,1573.189941,1597.300049,1573.189941,1597.140015,1597.140015,33641000
